
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Isabella', 'Fernandez', 'MicroTech', 'isabella.fernandez@example.com', '124-675-8910', 'Estados Unidos', 'User information saved.', '47', '2007-06-13 00:00:00', 'Femenino', 'Desarrollador/a de aplicaciones móviles', 'viudo',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Benjamín', 'Hernández', 'NanoTech', 'benjamin.hernandez@example.com', '871-203-5874', 'México', 'User information saved.', '49', '2007-08-26 00:00:00', 'Masculino', 'Desarrollador/a de software', 'casado',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Sofía', 'Suzuki', 'PicoTech', 'sofia.suzuki@example.com', '509-126-7348', 'Japón', NULL, '62', '2006-04-27 00:00:00', 'Femenino', 'Diseñador/a de experiencia de usuario (UX)', 'soltero',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Daniel', 'Ali', 'PicoTech', 'daniel.ali@example.com', '398-574-0216', 'Pakistán', 'User information saved.', '27', '2003-01-21 00:00:00', 'Masculino', 'Ingeniero/a de sistemas', 'soltero',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Valeria', 'Martínez', 'PicoTech', 'valeria.martinez@example.com', '632-840-1957', 'Argentina', NULL, '18', '2001-06-27 00:00:00', 'Femenino', 'Arquitecto/a de software', 'soltero',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Thiago', 'Johansson', 'PicoTech', 'thiago.johansson@example.com', '176-943-5082', 'Suecia', 'User information saved.', '52', '2011-10-21 00:00:00', 'Masculino', 'Desarrollador/a de aplicaciones móviles', 'casado',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Emma', 'da Silva', 'NanoTech', 'emma.dasilva@example.com', '950-751-4263', 'Brasil', 'User information saved.', '28', '2008-07-04 00:00:00', 'Femenino', 'Ingeniero/a de datos', 'soltero',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Lucía', 'Schneider', 'PicoTech', 'lucia.schneider@example.com', '109-859-7402', 'Suiza', NULL, '47', '2023-11-04 00:00:00', 'Femenino', 'Desarrollador/a de aplicaciones móviles', 'soltero',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Matías', 'Khan', 'MicroTech', 'matias.khan@example.com', '815-623-6049', 'Pakistán', 'User information saved.', '20', '2005-03-05 00:00:00', 'Masculino', 'Diseñador/a de experiencia de usuario (UX)', 'viudo',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Isabel', 'Nguyen', 'PicoTech', 'isabel.nguyen@example.com', '530-428-6791', 'Vietnam', 'User information saved.', '63', '2005-10-28 00:00:00', 'Femenino', 'Desarrollador/a de software', 'viudo',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Felipe', 'García', 'PicoTech', 'felipe.garcia@example.com', '796-543-2108', 'España', NULL, '36', '2022-02-22 00:00:00', 'Masculino', 'Ingeniero/a de sistemas', 'viudo',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Joaquín', 'Petrov', 'PicoTech', 'joaquin.petrov@example.com', '206-978-4532', 'Rusia', 'User information saved.', '28', '2000-05-01 00:00:00', 'Masculino', 'Arquitecto/a de software', 'divorciado',)
insert into [dbo].[customers] (nombre, apellido, compañia, email, telefono, pais, validacion, edad, inscripcion, Genero, profesion, estado_civil) values ('Valentina', 'Suzuki', 'MicroTech', 'valentina.suzuki@example.com', '837-124-9650', 'Japón', NULL, '55', '2008-05-19 00:00:00', 'Femenino', 'Desarrollador/a de aplicaciones móviles', 'viudo',)




server = 'testbots.database.windows.net'
    database = 'bots'
    driver = '{SQL Server}'
    username = 'sergio@testbots'
    password = 'Xami_0710Ser'



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
